,negative_sum,positive_sum,total_sum,sentiment_score,average_score
2021-06-13,1,11,12,8.66570520028472,0.7221421000237266
2021-06-14,5,10,15,9.209457881748676,0.6139638587832451
2021-06-15,4,6,10,5.2790411952883005,0.5279041195288301
2021-06-16,5,2,7,2.157373712863773,0.3081962446948247
2021-06-17,0,4,4,3.64019638299942,0.910049095749855
2021-06-18,2,1,3,1.0065883081406355,0.3355294360468785
2021-06-19,2,2,4,1.6764729782007635,0.41911824455019087
2021-06-20,1,8,9,7.179095506668091,0.7976772785186768
2021-06-21,4,4,8,3.4033904168754816,0.4254238021094352
2021-06-22,8,19,27,17.459804096259177,0.6466594109725621
2021-06-23,8,17,25,15.150084549095482,0.6060033819638193
2021-06-24,10,7,17,7.215826170984656,0.4244603629990974
2021-06-25,3,9,12,7.4729807414114475,0.6227483951176206
2021-06-26,2,4,6,3.686547115445137,0.6144245192408562
2021-06-27,1,3,4,2.088062882423401,0.5220157206058502
2021-06-28,2,3,5,2.8223611088469625,0.5644722217693925
2021-06-29,1,4,5,3.511903926730156,0.7023807853460312
2021-06-30,5,3,8,3.2119368449784815,0.4014921056223102
2021-07-01,1,2,3,2.0118983685970306,0.6706327895323435
2021-07-02,6,5,11,4.872524575330317,0.44295677957548335
2021-07-03,5,7,12,6.052792331203818,0.5043993609336516
2021-07-04,0,5,5,4.290702760219574,0.8581405520439148
2021-07-05,5,18,23,16.87865053443238,0.7338543710622775
2021-07-06,6,5,11,4.915438928641379,0.4468580844219435
2021-07-07,5,3,8,2.7131669856607914,0.3391458732075989
2021-07-08,2,5,7,4.200549932196736,0.6000785617423909
2021-07-09,3,12,15,10.144235600717366,0.6762823733811577
2021-07-10,5,5,10,4.649371041916311,0.4649371041916311
2021-07-11,3,12,15,11.988162562251091,0.799210837483406
2021-07-12,4,6,10,6.394138637930155,0.6394138637930155
2021-07-13,5,2,7,2.6474381890147924,0.3782054555735418
2021-07-14,4,10,14,8.864223121199757,0.6331587943714112
2021-07-15,6,6,12,5.732482330873609,0.47770686090613407
2021-07-16,6,7,13,6.990028748288751,0.5376945190991347
2021-07-17,3,6,9,5.4450202183797956,0.6050022464866439
2021-07-18,8,3,11,3.4639633214101195,0.31490575649182906
2021-07-19,5,19,24,17.270841773832217,0.7196184072430091
2021-07-20,5,3,8,3.5395464655011892,0.44244330818764865
2021-07-21,3,4,7,4.265603601932526,0.609371943133218
2021-07-22,7,3,10,3.773527419194579,0.3773527419194579
2021-07-23,6,9,15,8.614958255551755,0.574330550370117
2021-07-24,3,3,6,2.913921058177948,0.48565350969632465
2021-07-25,4,6,10,5.018311849795282,0.5018311849795282
2021-07-26,6,10,16,10.513967719394714,0.6571229824621696
2021-07-27,5,5,10,4.637564903125167,0.4637564903125167
2021-07-28,10,9,19,7.307681887410581,0.38461483617950426
2021-07-29,22,13,35,14.021161615848541,0.4006046175956726
2021-07-30,11,53,64,41.82526643760502,0.6535197880875785
2021-07-31,12,7,19,8.004920337349176,0.4213115967025882
2021-08-01,87,27,114,31.007859484525397,0.2719987674081175
2021-08-02,168,57,225,57.64956517564133,0.256220289669517
2021-08-03,220,28,248,32.115139298141,0.12949652942798792
2021-08-04,43,47,90,44.59959779307246,0.49555108658969405
2021-08-05,77,29,106,32.31303009297699,0.30483990653751875
2021-08-06,43,29,72,27.823724874295294,0.38644062325410133
2021-08-07,131,105,236,96.47719228360802,0.40880166221867803
2021-08-08,68,97,165,82.72334731090814,0.50135362006611
2021-08-09,79,50,129,53.574521720875055,0.415306369929264
2021-08-10,52,42,94,37.97604076890275,0.4040004337117314
2021-08-11,59,65,124,52.09985033189878,0.42016008332176435
2021-08-12,79,42,121,41.01637946558185,0.3389783426907591
2021-08-13,56,17,73,21.066367701627314,0.2885803794743468
2021-08-14,146,63,209,61.90280701639131,0.2961856795042646
2021-08-15,110,376,486,302.5589903341606,0.622549362827491
2021-08-16,219,64,283,62.47447227896191,0.22075785257583713
2021-08-17,92,64,156,55.98173280619085,0.35885726157814646
2021-08-18,46,67,113,52.744537621270865,0.46676581965726427
2021-08-19,50,28,78,26.535655565094203,0.3402007123730026
2021-08-20,53,51,104,44.04256952065043,0.42348624539086954
2021-08-21,44,26,70,25.323372756130993,0.3617624679447285
2021-08-22,31,16,47,16.300166592467576,0.3468120551588846
2021-08-23,52,18,70,19.358669760171324,0.27655242514530465
2021-08-24,47,40,87,37.55659169284627,0.4316849619867387
2021-08-25,47,32,79,32.139598419424146,0.4068303597395462
2021-08-26,52,31,83,30.367720275186002,0.36587614789380724
2021-08-27,47,37,84,33.52665585791692,0.3991268554513919
2021-08-28,53,20,73,20.27766846958548,0.2777762804052805
2021-08-29,71,31,102,29.171357781160623,0.28599370373686883
2021-08-30,44,17,61,16.793782181805,0.2753079046197541
2021-08-31,57,14,71,16.521149614825845,0.23269224809613867
2021-09-01,30,21,51,20.15217545069754,0.3951406951117165
2021-09-02,34,28,62,24.545577351935208,0.39589640890218075
2021-09-03,57,18,75,17.953324143541977,0.23937765524722635
2021-09-04,51,17,68,19.47573673306033,0.28640789313324017
2021-09-05,38,17,55,18.934566623531282,0.34426484770056875
2021-09-06,39,22,61,21.65889431349933,0.3550638412049071
2021-09-07,32,15,47,13.596819424070418,0.2892940302993706
2021-09-08,29,24,53,22.609815497417003,0.4266002924040944
2021-09-09,13,27,40,20.96844437159598,0.5242111092898994
2021-09-10,35,46,81,39.9518875926733,0.4932331801564605
2021-09-11,19,14,33,12.65098564652726,0.383363201409917
2021-09-12,23,13,36,13.483460734598339,0.37454057596106494
2021-09-13,14,26,40,21.880820480175316,0.547020512004383
